catalog_id,fid,original_validation,smiles,hasTertiaryAmine,nHBD,nHBA,cLogP,nHeteroAtoms,RingCount,nRotatableBonds,nAromaticBonds,nAcidicGroup,nBasicGroup,AtomicPolarizability,MolWt,TPSA,MaxTrainSimilarity,ClosestTrainSmiles,ClosestTrainIdentifier,FpClusterId,PhysChemClusterId
Z2866905694,,,C#CCCC1(CCC(=O)N2CC(C)Oc3c(F)cccc32)N=N1,0,0.0,4.0,3.30,6.0,3.0,5.0,6.0,0.0,0.0,47.38,315.35,54.26,0.54,C#CCCC1(CCC(=O)NC2c3cccc(F)c3OC2C)N=N1,C026,0.0,9.0
Z2866905698,,,C#CCCC1(CCC(=O)N2CCOc3cc(F)ccc3C2)N=N1,0,0.0,4.0,2.90,6.0,3.0,5.0,6.0,0.0,0.0,47.38,315.35,54.26,0.56,C#CCCC1(CCC(=O)N2CCc3c(ncn3-c3ccc(F)cc3)C2)N=N1,C224,7.0,4.0
Z2866905701,,,C#CCCC1(CCC(=O)NC2(C(N)=O)CCOC2)N=N1,0,2.0,5.0,0.10,7.0,2.0,7.0,0.0,0.0,0.0,41.69,278.31,106.14,0.63,C#CCCC1(CCC(=O)NC2(C(N)=O)CC(C(F)F)C2)N=N1,C323,9.0,11.0
Z2866905704,,,C#CCCC1(CCC(=O)N2CCCC(c3nncn3C)C2)N=N1,0,0.0,6.0,1.88,7.0,3.0,6.0,5.0,0.0,0.0,50.23,314.39,75.74,0.59,C#CCCC1(CCC(=O)N2CCCC(c3n[nH]cc3NS(C)(=O)=O)C2)N=N1,C236,11.0,13.0
Z2866905706,,,C#CCCC1(CCC(=O)N2CCC(Cn3cnnc3)CC2)N=N1,0,0.0,6.0,1.87,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,75.74,0.54,C#CCCC1(CCC(=O)N2CC3(CCC3)OC3(CCC3)C2)N=N1,C387,11.0,13.0
Z2866905708,,,C#CCCC1(CCC(=O)N2CCC(Cn3cncn3)CC2)N=N1,0,0.0,6.0,1.87,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,75.74,0.68,C#CCCC1(CCC(=O)N2CCOC(Cn3cncn3)C2)N=N1,C013,11.0,13.0
Z2866905712,,,C#CCCC1(CCC(=O)NC2CCCn3nc(CC)nc32)N=N1,0,1.0,6.0,2.15,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,84.53,0.54,C#CCCC1(CCC(=O)NC2CCN(C3CCCCC3)C2=O)N=N1,C068,9.0,13.0
Z2866905718,,,C#CCCC1(CCC(=O)NC2CCc3nc(CC)nn3C2)N=N1,0,1.0,6.0,1.63,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,84.53,0.54,C#CCCC1(CCC(=O)NC2CCc3c(nc(C)n3CCO)C2)N=N1,C200,9.0,13.0
Z2866905724,,,C#CCCC1(CCC(=O)N2CCN(Cc3ccco3)CC2)N=N1,1,0.0,5.0,2.28,6.0,3.0,7.0,5.0,0.0,1.0,50.59,314.39,61.41,0.55,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,4.0
Z2866905728,,,C#CCCC1(CCC(=O)N2CCN(C)c3cc(F)ccc32)N=N1,0,0.0,4.0,2.96,6.0,3.0,5.0,6.0,0.0,0.0,48.35,314.36,48.27,0.51,C#CCCC1(CCC(=O)N2CCC(c3ccc(F)c(F)c3)C2C)N=N1,C220,7.0,9.0
Z2866905740,,,C#CCCC1(CCC(=O)N2CCCCC2COC)N=N1,0,0.0,4.0,2.37,5.0,2.0,7.0,0.0,0.0,0.0,46.64,277.37,54.26,0.67,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,C164,0.0,0.0
Z2866905748,,,C#CCCC1(CCC(=O)N2CC3COCC(C2)O3)N=N1,0,0.0,5.0,0.97,6.0,3.0,5.0,0.0,0.0,0.0,43.02,277.32,63.49,0.60,C#CCCC1(CCC(=O)N2C[C@H](C)N(CC)[C@H](C)C2)N=N1,C237,13.0,11.0
Z2866905750,,,C#CCCC1(CCC(=O)NCC2(C(=O)O)CCC2)N=N1,0,2.0,4.0,1.71,6.0,2.0,8.0,0.0,1.0,0.0,43.02,277.32,91.12,0.62,C#CCCC1(CCC(=O)NCC2(C(F)(F)F)CCCCC2)N=N1,C141,6.0,11.0
Z2866905753,,,C#CCCC1(CCC(=O)N2CCC(CC(=O)O)C2)N=N1,0,1.0,4.0,1.67,6.0,2.0,7.0,0.0,1.0,0.0,43.02,277.32,82.33,0.60,C#CCCC1(CCC(=O)N2CCCC(COC(F)(F)F)C2)N=N1,C307,11.0,11.0
Z2866905756,,,C#CCCC1(CCC(=O)NC2(CC(=O)O)CCC2)N=N1,0,2.0,4.0,1.86,6.0,2.0,8.0,0.0,1.0,0.0,43.02,277.32,91.12,0.59,C#CCCC1(CCC(=O)NC2(CCO)CS(=O)(=O)C2)N=N1,C291,9.0,11.0
Z2866905764,,,C#CCCC1(CCC(=O)N2CCCCC2c2cncn2C)N=N1,0,0.0,5.0,2.83,6.0,3.0,6.0,5.0,0.0,0.0,51.56,313.41,62.85,0.54,C#CCCC1(CCC(=O)N2CCCCC2c2nnc(CC(F)(F)F)o2)N=N1,C028,0.0,4.0
Z2866905770,,,C#CCCC1(CCC(=O)N2CCCC2c2cn(C)nc2C)N=N1,0,0.0,5.0,2.75,6.0,3.0,6.0,5.0,0.0,0.0,51.56,313.41,62.85,0.52,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,C164,0.0,4.0
Z2866905776,,,C#CCCC1(CCC(=O)N2CCCC(n3cc(C)cn3)C2)N=N1,0,0.0,5.0,2.71,6.0,3.0,6.0,5.0,0.0,0.0,51.56,313.41,62.85,0.57,C#CCCC1(CCC(=O)N2CCCC(N3C(=O)CC4(CCCC4)C3=O)C2)N=N1,C042,11.0,4.0
Z2866905779,,,C#CCCC1(CCC(=O)N2CCC(c3ccnn3C)CC2)N=N1,0,0.0,5.0,2.48,6.0,3.0,6.0,5.0,0.0,0.0,51.56,313.41,62.85,0.53,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,4.0
Z2866905795,,,C#CCCC1(CCC(=O)N2CCCCCC2c2ccco2)N=N1,0,0.0,4.0,4.08,5.0,3.0,6.0,5.0,0.0,0.0,51.92,313.4,58.17,0.56,C#CCCC1(CCC(=O)N2CCCCC2c2nnc(CC(F)(F)F)o2)N=N1,C028,0.0,9.0
Z2866905798,,,C#CCCC1(CCC(=O)NCc2cc(C3CC3)ccc2F)N=N1,0,1.0,3.0,3.68,5.0,3.0,8.0,6.0,0.0,0.0,49.67,313.38,53.82,0.55,C#CCCC1(CCC(=O)N[C@H]2C[C@H](c3cc(F)cc(F)c3)C2)N=N1,C172,6.0,9.0
Z2866905804,,,C#CCCC1(CCC(=O)N2CCc3cccc(F)c3C2C)N=N1,0,0.0,3.0,3.63,5.0,3.0,5.0,6.0,0.0,0.0,49.67,313.38,45.03,0.56,C#CCCC1(CCC(=O)N2CCC(c3ccc(F)c(F)c3)C2C)N=N1,C220,0.0,9.0
Z2866905806,,,C#CCCC1(CCC(=O)NCC2(c3ccc(F)cc3)CC2)N=N1,0,1.0,3.0,3.33,5.0,3.0,8.0,6.0,0.0,0.0,49.67,313.38,53.82,0.58,C#CCCC1(CCC(=O)NC2(C(O)c3ccc(F)cc3)CCCC2)N=N1,C160,6.0,9.0
Z2866905810,,,C#CCCC1(CCC(=O)NCc2ncc3c(n2)CCOC3)N=N1,0,1.0,6.0,1.52,7.0,3.0,7.0,6.0,0.0,0.0,47.93,313.36,88.83,0.47,C#CCCC1(CCC(=O)N2CCc3nc(CCC(C)(C)C)ncc3C2)N=N1,C270,6.0,13.0
Z2866905812,,,C#CCCC1(CCC(=O)N2CC3CC2(c2nnc(C)o2)C3)N=N1,0,0.0,6.0,2.18,7.0,5.0,6.0,5.0,0.0,0.0,47.93,313.36,83.95,0.46,C#CCCC1(CCC(=O)N2CC(C)(c3nnc(C4CCOCC4)o3)C2)N=N1,C126,0.0,13.0
Z2866905815,,,C#CCCC1(CCC(=O)N2CCc3nnc(OC)cc3C2)N=N1,0,0.0,6.0,1.73,7.0,3.0,6.0,6.0,0.0,0.0,47.93,313.36,80.04,0.67,C#CCCC1(CCC(=O)N2CCc3nnc(N4C[C@@H]5CN(C)C[C@@H]5C4)cc3C2)N=N1,C302,7.0,13.0
Z2866905816,,,C#CCCC1(CCC(=O)NCCc2ccc3c(c2)OCO3)N=N1,0,1.0,5.0,2.43,6.0,3.0,8.0,6.0,0.0,0.0,48.3,313.36,72.28,0.68,C#CCCC1(CCNC(=O)C(C)Cc2ccc3c(c2)OCO3)N=N1,C405,6.0,4.0
Z2866905821,,,C#CCCC1(CCC(=O)NC2CCC(OC(F)F)CC2)N=N1,0,1.0,4.0,3.01,7.0,2.0,8.0,0.0,0.0,0.0,46.42,313.35,63.05,0.55,C#CCCC1(CCC(=O)NC2CCN(CCC=C)CC2)N=N1,C115,9.0,0.0
Z2866905825,,,C#CCCC1(CCC(=O)N[C@@H]2CC[C@H](C(N)=O)C2)N=N1,0,2.0,4.0,1.11,6.0,2.0,7.0,0.0,0.0,0.0,43.98,276.34,96.91,0.66,C#CCCC1(CCC(=O)NC2CCS(=O)(=O)C3(C2)CC(C(N)=O)C3)N=N1,C298,9.0,11.0
Z2866905827,,,C#CCCC1(CCC(=O)NCC2CCCC(=O)N2)N=N1,0,2.0,4.0,1.13,6.0,2.0,7.0,0.0,0.0,0.0,43.98,276.34,82.92,0.60,C#CCCC1(CCC(=O)NCC2CC3(CC3)S(=O)(=O)N2)N=N1,C180,9.0,11.0
Z2866905834,,,C#CCCC1(CCC(=O)N2CCN(c3cccnn3)CC2)N=N1,0,0.0,6.0,1.48,7.0,3.0,6.0,6.0,0.0,0.0,48.9,312.38,74.05,0.56,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,13.0
Z2866905835,,,C#CCCC1(CCC(=O)Nc2cncc(N3CCCC3)n2)N=N1,0,1.0,6.0,2.37,7.0,3.0,7.0,6.0,0.0,0.0,48.9,312.38,82.84,0.55,C#CCCC1(CCC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)N=N1,C383,2.0,4.0
Z2866905842,PC-V037-F,ubiquitin-protease,C#CCCC1(CCC(=O)Nc2cc3c([nH]c2=O)CCCC3)N=N1,0,2.0,4.0,2.55,6.0,3.0,6.0,6.0,0.0,0.0,49.26,312.37,86.68,0.52,C#CCCC1(CCC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)N=N1,C383,2.0,4.0
Z2866905844,,,C#CCCC1(CCC(=O)N2CC[C@@H](Oc3ccncc3)C2)N=N1,0,0.0,5.0,2.42,6.0,3.0,7.0,6.0,0.0,0.0,49.26,312.37,67.15,0.55,C#CCCC1(CCC(=O)N2CCC(S(=O)(=O)c3ccc(F)cc3)C2)N=N1,C342,11.0,4.0
Z2866905846,,,C#CCCC1(CCC(=O)Nc2ccc3c(c2)N(C)CCO3)N=N1,0,1.0,5.0,2.81,6.0,3.0,6.0,6.0,0.0,0.0,49.26,312.37,66.29,0.56,C#CCCC1(CCC(=O)Nc2ccc3c(c2)C=CC2(CCC2)O3)N=N1,C278,10.0,4.0
Z2866905854,,,C#CCCC1(CCC(=O)Nc2cccc3c2OCC(=O)N3)N=N1,0,2.0,5.0,2.31,7.0,3.0,6.0,6.0,0.0,0.0,45.63,312.33,92.15,0.57,C#CCCC1(CCC(=O)Nc2cnc3c(c2)OCC(=O)N3)N=N1,C174,2.0,4.0
Z2866905856,,,C#CCCC1(CCC(=O)NC2COC3(CCC3)C2)N=N1,0,1.0,4.0,2.17,5.0,3.0,6.0,0.0,0.0,0.0,45.31,275.35,63.05,0.57,C#CCCC1(CCC(=O)NC2CC3CCC(C2)N3S(C)(=O)=O)N=N1,C312,9.0,0.0
Z2866905859,,,C#CCCC1(CCC(=O)NC2CC23CCOCC3)N=N1,0,1.0,4.0,2.03,5.0,3.0,6.0,0.0,0.0,0.0,45.31,275.35,63.05,0.54,C#CCCC1(CCC(=O)NC2CC(N(C)C)C23CCC3)N=N1,C334,9.0,0.0
Z2866905862,,,C#CCCC1(CCC(=O)N2CC(C3CCOC3)C2)N=N1,0,0.0,4.0,1.84,5.0,3.0,6.0,0.0,0.0,0.0,45.31,275.35,54.26,0.62,C#CCCC1(CCC(=O)N2C[C@@H]3CCCS(=O)(=O)[C@@H]3C2)N=N1,C227,13.0,0.0
Z2866905864,,,C#CCCC1(CCC(=O)N2CC3COCC3(C)C2)N=N1,0,0.0,4.0,1.84,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.57,C#CCCC1(CCC(=O)N2C[C@H]3CN(C)CC[C@@]3(CO)C2)N=N1,C073,13.0,0.0
Z2866905865,,,C#CCCC1(CCC(=O)N2CCO[C@@H]3CCC[C@@H]32)N=N1,0,0.0,4.0,2.12,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.71,C#CCCC1(CCC(=O)N2CCO[C@@H]3CS(=O)(=O)C[C@@H]32)N=N1,C146,0.0,0.0
Z2866905867,,,C#CCCC1(CCC(=O)N2CC3(CCCOC3)C2)N=N1,0,0.0,4.0,1.98,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.69,C#CCCC1(CCC(=O)N2CC3(CCC3)OC3(CCC3)C2)N=N1,C387,13.0,0.0
Z2866905868,,,C#CCCC1(CCC(=O)N2CC3(CCOCC3)C2)N=N1,0,0.0,4.0,1.98,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.66,C#CCCC1(CCC(=O)N2CC3(CCC3)OC3(CCC3)C2)N=N1,C387,13.0,0.0
Z2866905870,,,C#CCCC1(CCC(=O)N2CCCOCC23CC3)N=N1,0,0.0,4.0,2.12,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.62,C#CCCC1(CCC(=O)N2CCC3(CCOCC3)C23CC3)N=N1,C385,13.0,0.0
Z2866905872,,,C#CCCC1(CCC(=O)NCCc2nc(C)no2)N=N1,0,1.0,6.0,1.39,7.0,2.0,8.0,5.0,0.0,0.0,41.32,275.31,92.74,0.53,C#CCCC1(CCC(=O)NCCc2cnc3ccc(C)cc3c2)N=N1,C139,6.0,13.0
Z2866905878,,,C#CCCC1(CCC(=O)N2CC3CC2(C(=O)O)C3)N=N1,0,1.0,4.0,1.42,6.0,4.0,6.0,0.0,1.0,0.0,41.68,275.31,82.33,0.57,C#CCCC1(CCC(=O)N2CC(C(F)(F)F)CCC23CC3)N=N1,C376,13.0,11.0
Z2866905884,,,C#CCCC1(CCC(=O)N2CCN(c3ccccn3)CC2)N=N1,0,0.0,5.0,2.09,6.0,3.0,6.0,6.0,0.0,0.0,50.22,311.39,61.16,0.60,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,4.0
Z2866905889,,,C#CCCC1(CCC(=O)NC2CCc3nc(C)ncc3C2)N=N1,0,1.0,5.0,2.11,6.0,3.0,6.0,6.0,0.0,0.0,50.22,311.39,79.6,0.58,C#CCCC1(CCC(=O)NC2CCc3c(nc(C)n3CCO)C2)N=N1,C200,9.0,13.0
Z2866905891,,,C#CCCC1(CCC(=O)N2CCCn3ncc(C4CC4)c32)N=N1,0,0.0,5.0,2.85,6.0,4.0,6.0,5.0,0.0,0.0,50.22,311.39,62.85,0.48,C#CCCC1(CCC(=O)N2CCN3CCCCC2C3)N=N1,C117,0.0,4.0
Z2866905892,,,C#CCCC1(CCC(=O)N2CCC(c3ccncn3)CC2)N=N1,0,0.0,5.0,2.54,6.0,3.0,6.0,6.0,0.0,0.0,50.22,311.39,70.81,0.53,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,4.0
Z2866905894,,,C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3)nc2)N=N1,0,1.0,5.0,2.98,6.0,3.0,7.0,6.0,0.0,0.0,50.22,311.39,69.95,0.65,C#CCCC1(CCC(=O)Nc2ccc(C(F)F)nc2)N=N1,C258,10.0,4.0
Z2866905896,,,C#CCCC1(CCC(=O)N2CCN(c3ccncc3)CC2)N=N1,0,0.0,5.0,2.09,6.0,3.0,6.0,6.0,0.0,0.0,50.22,311.39,61.16,0.57,C#CCCC1(CCC(=O)N2CCC3(CC2)OCc2ccncc23)N=N1,C359,7.0,4.0
Z2866905898,,,C#CCCC1(CCC(=O)Nc2cnccc2N2CCCC2)N=N1,0,1.0,5.0,2.98,6.0,3.0,7.0,6.0,0.0,0.0,50.22,311.39,69.95,0.63,C#CCCC1(CCC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)N=N1,C383,2.0,4.0
Z2866905899,,,C#CCCC1(CCC(=O)NC2CCN(c3ccccn3)C2)N=N1,0,1.0,5.0,2.13,6.0,3.0,7.0,6.0,0.0,0.0,50.22,311.39,69.95,0.66,C#CCCC1(CCC(=O)NC2CCN(c3ccc4nncn4n3)C2)N=N1,C203,9.0,4.0
Z2866905903,,,C#CCCC1(CCC(=O)NC2CCCOc3ccccc32)N=N1,0,1.0,4.0,3.37,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,63.05,0.61,C#CCCC1(CCC(=O)NC2CCc3cccc4cccc2c34)N=N1,C245,9.0,9.0
Z2866905905,,,C#CCCC1(CCC(=O)N2CCCc3cccc(OC)c32)N=N1,0,0.0,4.0,3.33,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,54.26,0.56,C#CCCC1(CCC(=O)N2C[C@@H](O)[C@H](Oc3cccc4c3CCC4)C2)N=N1,C228,7.0,9.0
Z2866905910,,,C#CCCC1(CCC(=O)NC[C@@H]2Cc3ccccc3CO2)N=N1,0,1.0,4.0,2.60,5.0,3.0,7.0,6.0,0.0,0.0,50.59,311.39,63.05,0.52,C#CCCC1(CCC(=O)NCC2CCCC(C(F)(F)F)O2)N=N1,C360,6.0,4.0
Z2866905912,,,C#CCCC1(CCC(=O)N2CCCc3ccc(OC)cc32)N=N1,0,0.0,4.0,3.33,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,54.26,0.52,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,9.0
Z2866905914,,,C#CCCC1(CCC(=O)N[C@@H]2Cc3ccccc3[C@@H]2OC)N=N1,0,1.0,4.0,2.77,5.0,3.0,7.0,6.0,0.0,0.0,50.59,311.39,63.05,0.58,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2ccccc2OC(F)F)N=N1,C356,9.0,4.0
Z2866905918,,,C#CCCC1(CCC(=O)N2Cc3ccccc3OCC2C)N=N1,0,0.0,4.0,3.15,5.0,3.0,5.0,6.0,0.0,0.0,50.59,311.39,54.26,0.50,C#CCCC1(CCC(=O)N2C[C@H](C)N(CC)[C@H](C)C2)N=N1,C237,0.0,9.0
Z2866905920,,,C#CCCC1(CCC(=O)Nc2cccc3c2OC(C)(C)C3)N=N1,0,1.0,4.0,3.69,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,63.05,0.55,C#CCCC1(CCC(=O)Nc2cccc3c2oc(=O)n3C)N=N1,C239,2.0,9.0
Z2866905922,,,C#CCCC1(CCC(=O)NC2CCc3c(OC)cccc32)N=N1,0,1.0,4.0,3.15,5.0,3.0,7.0,6.0,0.0,0.0,50.59,311.39,63.05,0.67,C#CCCC1(CCC(=O)NC2CCc3cccc4cccc2c34)N=N1,C245,9.0,9.0
Z2866905923,,,C#CCCC1(CCC(=O)N2CCOCC2c2ccccc2)N=N1,0,0.0,4.0,2.94,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,54.26,0.62,C#CCCC1(CCC(=O)N2CCOCC2c2nc(-c3cccs3)no2)N=N1,C206,0.0,9.0
Z2866905930,,,C#CCCC1(CCC(=O)N2CCc3cccc(OC)c3C2)N=N1,0,0.0,4.0,2.94,5.0,3.0,6.0,6.0,0.0,0.0,50.59,311.39,54.26,0.66,C#CCCC1(CCC(=O)N2CCc3ccc(Cl)c(Cl)c3C2)N=N1,C053,7.0,9.0
Z2866905932,,,C#CCCC1(CCC(=O)N2CC[C@@H](Oc3ccccc3)C2)N=N1,0,0.0,4.0,3.02,5.0,3.0,7.0,6.0,0.0,0.0,50.59,311.39,54.26,0.62,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,11.0,9.0
Z2866905933,,,C#CCCC1(CCC(=O)N2CC3(CCC3)C2c2ccco2)N=N1,0,0.0,4.0,3.69,5.0,4.0,6.0,5.0,0.0,0.0,50.59,311.39,58.17,0.49,C#CCCC1(CCC(=O)N2CC3(CCC3)OC3(CCC3)C2)N=N1,C387,0.0,9.0
Z2866905939,,,C#CCCC1(CCC(=O)Nc2cc(OC(F)F)n(C)n2)N=N1,0,1.0,6.0,2.32,9.0,2.0,8.0,5.0,0.0,0.0,41.1,311.29,80.87,0.54,C#CCCC1(CCC(=O)Nc2cc(C)n(Cn3nc(C(F)(F)F)cc3C)n2)N=N1,C040,2.0,13.0
Z2866905940,,,C#CCCC1(CCC(=O)Nc2cnc(C(F)(F)F)nc2)N=N1,0,1.0,5.0,2.79,9.0,2.0,6.0,6.0,0.0,0.0,38.85,311.27,79.6,0.65,C#CCCC1(CCC(=O)Nc2ccc(C(F)F)nc2)N=N1,C258,10.0,4.0
Z2866905942,,,C#CCCC1(CCC(=O)NCCc2ncn(C)n2)N=N1,0,1.0,6.0,0.83,7.0,2.0,8.0,5.0,0.0,0.0,42.28,274.33,84.53,0.58,C#CCCC1(CCC(=O)NCCn2cnnc2CC)N=N1,C080,6.0,3.0
Z2866905950,,,C#CCCC1(CCC(=O)N2CCn3cccc3C23CCC3)N=N1,0,0.0,4.0,3.07,5.0,4.0,5.0,5.0,0.0,0.0,51.55,310.4,49.96,0.50,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,9.0
Z2866905952,,,C#CCCC1(CCC(=O)N2CCCN(C)c3ccccc32)N=N1,0,0.0,4.0,3.22,5.0,3.0,5.0,6.0,0.0,0.0,51.55,310.4,48.27,0.60,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,9.0
Z2866905956,,,C#CCCC1(CCC(=O)N2CCC(c3ccccn3)CC2)N=N1,0,0.0,4.0,3.14,5.0,3.0,6.0,6.0,0.0,0.0,51.55,310.4,57.92,0.60,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,9.0
Z2866905962,,,C#CCCC1(CCC(=O)Nc2cccc(N3CCCC3)c2)N=N1,0,1.0,4.0,3.58,5.0,3.0,7.0,6.0,0.0,0.0,51.55,310.4,57.06,0.66,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,C207,10.0,9.0
Z2866905963,,,C#CCCC1(CCC(=O)N2CCC(c3cccnc3)CC2)N=N1,0,0.0,4.0,3.14,5.0,3.0,6.0,6.0,0.0,0.0,51.55,310.4,57.92,0.55,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,9.0
Z2866905965,,,C#CCCC1(CCC(=O)N2CCC(=O)Nc3ccccc32)N=N1,0,1.0,4.0,2.72,6.0,3.0,5.0,6.0,0.0,0.0,47.93,310.36,74.13,0.69,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,4.0
Z2866905967,,,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCC(=O)N3)N=N1,0,2.0,4.0,2.87,6.0,3.0,6.0,6.0,0.0,0.0,47.93,310.36,82.92,0.59,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,C207,10.0,4.0
Z2866905976,,,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCNC3=O)N=N1,0,2.0,4.0,2.27,6.0,3.0,6.0,6.0,0.0,0.0,47.93,310.36,82.92,0.57,C#CCCC1(CCC(=O)Nc2ccc(C3CC(=O)NC(=O)N3)cc2)N=N1,C131,10.0,4.0
Z2866905982,,,C#CCCC1(CCC(=O)N(C)Cc2nc3ccccc3o2)N=N1,0,0.0,5.0,3.14,6.0,3.0,7.0,10.0,0.0,0.0,47.93,310.36,71.06,0.59,C#CCCC1(CCC(=O)N(C)Cc2nc3ccccc3n2C(F)F)N=N1,C019,1.0,6.0
Z2866905983,,,C#CCCC1(CCC(=O)N2CC(=O)Nc3ccccc3C2)N=N1,0,1.0,4.0,2.32,6.0,3.0,5.0,6.0,0.0,0.0,47.93,310.36,74.13,0.59,C#CCCC1(CCC(=O)N2Cc3cnn(-c4ccccc4)c3C2)N=N1,C165,7.0,4.0
Z2866905986,,,C#CCCC1(CCC(=O)N2CC(=O)N(C)c3ccccc32)N=N1,0,0.0,4.0,2.35,6.0,3.0,5.0,6.0,0.0,0.0,47.93,310.36,65.34,0.52,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,4.0
Z2866905991,,,C#CCCC1(CCC(=O)N2CCCC2Cc2ccccc2)N=N1,0,0.0,3.0,3.58,4.0,3.0,7.0,6.0,0.0,0.0,52.88,309.41,45.03,0.62,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,C164,0.0,9.0
Z2866905994,,,C#CCCC1(CCC(=O)N2CCCC(c3ccccc3)C2)N=N1,0,0.0,3.0,3.75,4.0,3.0,6.0,6.0,0.0,0.0,52.88,309.41,45.03,0.62,C#CCCC1(CCC(=O)N2CC3CN(C)C(c4ccccc4)C3C2)N=N1,C197,11.0,9.0
Z2866905998,,,C#CCCC1(CCC(=O)N2CCCc3ccccc3CC2)N=N1,0,0.0,3.0,3.36,4.0,3.0,5.0,6.0,0.0,0.0,52.88,309.41,45.03,0.63,C#CCCC1(CCC(=O)N2CCc3ccc(Cl)c(Cl)c3C2)N=N1,C053,7.0,9.0
Z2866905999,,,C#CCCC1(CCC(=O)N2CCC(Cc3ccccc3)C2)N=N1,0,0.0,3.0,3.43,4.0,3.0,7.0,6.0,0.0,0.0,52.88,309.41,45.03,0.59,C#CCCC1(CCC(=O)N2CCC(S(=O)(=O)c3ccc(F)cc3)C2)N=N1,C342,11.0,9.0
Z2866906001,,,C#CCCC1(CCC(=O)NC2CCc3ccccc3CC2)N=N1,0,1.0,3.0,3.41,4.0,3.0,6.0,6.0,0.0,0.0,52.88,309.41,53.82,0.64,C#CCCC1(CCC(=O)NC2CCc3cccc4cccc2c34)N=N1,C245,9.0,9.0
Z2866906008,,,C#CCCC1(CCC(=O)NCCc2cn3ccccc3n2)N=N1,0,1.0,5.0,2.35,6.0,3.0,8.0,10.0,0.0,0.0,48.89,309.37,71.12,0.59,C#CCCC1(CCC(=O)NCCc2cn3c(n2)CCC3)N=N1,C014,6.0,6.0
Z2866906011,,,C#CCCC1(CCC(=O)Nc2ccc3c(C)n(C)nc3c2)N=N1,0,1.0,5.0,3.18,6.0,3.0,6.0,10.0,0.0,0.0,48.89,309.37,71.64,0.56,C#CCCC1(CCC(=O)Nc2ccc3c(c2)nc(C)n3C2(CO)CCC2)N=N1,C017,10.0,6.0
