catalog_id,fid,original_validation,smiles,hasTertiaryAmine,nHBD,nHBA,cLogP,nHeteroAtoms,RingCount,nRotatableBonds,nAromaticBonds,nAcidicGroup,nBasicGroup,AtomicPolarizability,MolWt,TPSA,MaxTrainSimilarity,ClosestTrainSmiles,ClosestTrainIdentifier,FpClusterId,PhysChemClusterId
Z2866903094,,,C#CCCC1(CCC(=O)N2CCC(C(N)=O)(c3ccccc3)C2)N=N1,0,1.0,4.0,2.00,6.0,3.0,7.0,6.0,0.0,0.0,54.11,338.41,88.12,0.57,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,13.0
Z2866903096,,,C#CCCC1(CCC(=O)NC(C)c2ccc3c(c2)CCC(=O)N3)N=N1,0,2.0,4.0,3.10,6.0,3.0,7.0,6.0,0.0,0.0,54.11,338.41,82.92,0.54,C#CCCC1(CCC(=O)NC(C)c2ccc(N3CC(C)CS3(=O)=O)cc2)N=N1,C333,4.0,4.0
Z2866903114,,,C#CCCC1(CCC(=O)N2CCN(C(=O)c3c(F)cccc3F)CC2)N=N1,0,0.0,4.0,2.60,8.0,3.0,6.0,6.0,0.0,0.0,53.89,374.39,65.34,0.58,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,4.0
Z2866903116,,,C#CCCC1(CCC(=O)NCc2cc3n(n2)CCCO3)N=N1,0,1.0,6.0,1.64,7.0,3.0,7.0,5.0,0.0,0.0,46.17,301.35,80.87,0.50,C#CCCC1(CCC(=O)NCc2cn3cc(Cl)cc(Cl)c3n2)N=N1,C209,6.0,13.0
Z2866903124,,,C#CCCC1(CCC(=O)N(C)Cc2oc3c(C)cccc3c2C)N=N1,0,0.0,4.0,4.36,5.0,3.0,7.0,10.0,0.0,0.0,55.44,337.42,58.17,0.51,C#CCCC1(CCC(=O)N(C)CC2=Nc3ccccc3S(=O)(=O)N2)N=N1,C324,1.0,1.0
Z2866903130,,,C#CCCC1(CCC(=O)NCC2(c3cccc(Cl)c3)CCOCC2)N=N1,0,1.0,4.0,3.86,6.0,3.0,8.0,6.0,0.0,0.0,58.29,373.88,63.05,0.56,C#CCCC1(CCC(=O)N(C)C2(c3cccc(Cl)c3)CC2)N=N1,C106,6.0,9.0
Z2866903134,,,C#CCCC1(CCC(=O)N2CCCC2(C)Cc2ccc(C(F)F)cc2)N=N1,0,0.0,3.0,4.90,6.0,3.0,8.0,6.0,0.0,0.0,58.85,373.45,45.03,0.48,C#CCCC1(CCC(=O)N2CCCC23CCCS(=N)(=O)C3)N=N1,C137,7.0,9.0
Z2866903137,,,C#CCCC1(CCC(=O)NCc2cn(C3CCC3)nn2)N=N1,0,1.0,6.0,1.97,7.0,3.0,8.0,5.0,0.0,0.0,47.14,300.37,84.53,0.58,C#CCCC1(CCC(=O)NC[C@@H]2COC[C@H]2n2cc(CO)nn2)N=N1,C057,6.0,13.0
Z2866903143,,,C#CCCC1(CCC(=O)N2CCC(n3ccnn3)CC2)N=N1,0,0.0,6.0,1.80,7.0,3.0,6.0,5.0,0.0,0.0,47.14,300.37,75.74,0.56,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,13.0
Z2866903145,,,C#CCCC1(CCC(=O)N2CCC(c3ncco3)CC2)N=N1,0,0.0,5.0,2.74,6.0,3.0,6.0,5.0,0.0,0.0,47.5,300.36,71.06,0.52,C#CCCC1(CCC(=O)N2CC(C)(c3nnc(C4CCOCC4)o3)C2)N=N1,C126,11.0,4.0
Z2866903161,,,C#CCCC1(CCC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)N=N1,0,1.0,4.0,2.46,6.0,4.0,5.0,6.0,0.0,0.0,52.78,336.4,74.13,0.64,C#CCCC1(CCC(=O)N2CC(C#N)C3(C2)C(=O)Nc2ccccc23)N=N1,C191,7.0,4.0
Z2866903174,,,C#CCCC1(CCC(=O)N2CCN(Cc3cc(F)ccc3OC)CC2)N=N1,1,0.0,5.0,2.83,7.0,3.0,8.0,6.0,0.0,1.0,58.43,372.44,57.5,0.51,C#CCCC1(CCC(=O)N2CCC(C(O)c3cccc(OC)c3)CC2)N=N1,C286,7.0,2.0
Z2866903178,,,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2cnn(C)c2C)N=N1,0,1.0,5.0,2.06,6.0,3.0,7.0,5.0,0.0,0.0,48.46,299.38,71.64,0.58,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2ccccc2OC(F)F)N=N1,C356,9.0,13.0
Z2866903181,,,C#CCCC1(CCC(=O)N2CC(c3ccccc3)C3(CCC3)C2)N=N1,0,0.0,3.0,4.14,4.0,4.0,6.0,6.0,0.0,0.0,57.73,335.45,45.03,0.60,C#CCCC1(CCC(=O)N2CC3CN(C)C(c4ccccc4)C3C2)N=N1,C197,11.0,9.0
Z2866903187,,,C#CCCC1(CCC(=O)N2CCc3c2cccc3C(F)(F)F)N=N1,0,0.0,3.0,3.95,7.0,3.0,5.0,6.0,0.0,0.0,46.36,335.33,45.03,0.69,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,9.0
Z2866903189,,,C#CCCC1(CCC(=O)Nc2ncn(CC(=O)N3CCCCCC3)n2)N=N1,0,1.0,7.0,1.97,9.0,3.0,8.0,5.0,0.0,0.0,57.65,371.45,104.84,0.58,C#CCCC1(CCC(=O)Nc2ccc(-c3nnn(CC(=O)N4CCCC4)n3)cc2)N=N1,C341,2.0,7.0
Z2866903203,,,C#CCCC1(CCC(=O)NC2CCN(c3nccn(CC)c3=O)CC2)N=N1,0,1.0,7.0,1.70,8.0,3.0,8.0,6.0,0.0,0.0,58.98,370.46,91.95,0.51,C#CCCC1(CCC(=O)NC2CCN(CCC=C)CC2)N=N1,C115,9.0,7.0
Z2866903206,,,C#CCCC1(CCC(=O)NC2CCN(C(=O)c3ccccc3F)CC2)N=N1,0,1.0,4.0,2.90,7.0,3.0,7.0,6.0,0.0,0.0,57.1,370.43,74.13,0.56,C#CCCC1(CCC(=O)NC2CCC(O)(c3cccc(F)c3)CC2)N=N1,C005,9.0,2.0
Z2866903211,,,C#CCCC1(CCC(=O)N2CCCC2c2ncccn2)N=N1,0,0.0,5.0,2.50,6.0,3.0,6.0,6.0,0.0,0.0,47.13,297.36,70.81,0.56,C#CCCC1(CCC(=O)N2CCCC3CCC(F)(F)CC32)N=N1,C386,0.0,4.0
Z2866903215,,,C#CCCC1(CCC(=O)NCc2ncc3c(n2)CCC3)N=N1,0,1.0,5.0,1.94,6.0,3.0,7.0,6.0,0.0,0.0,47.13,297.36,79.6,0.54,C#CCCC1(CCC(=O)NCCc2cn3c(n2)CCC3)N=N1,C014,6.0,13.0
Z2866903218,,,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2ccc(Cl)c(F)c2)N=N1,0,1.0,3.0,3.81,6.0,3.0,7.0,6.0,0.0,0.0,48.09,333.79,53.82,0.57,C#CCCC1(CCC(=O)N[C@@H]2C[C@H]2c2ccccc2OC(F)F)N=N1,C356,9.0,9.0
Z2866903225,,,C#CCCC1(CCC(=O)Nc2cc3c(cc2Cl)OCCO3)N=N1,0,1.0,5.0,3.41,7.0,3.0,6.0,6.0,0.0,0.0,46.71,333.78,72.28,0.56,C#CCCC1(CCC(=O)NC(c2ccc3c(c2)OCCO3)C2CC2)N=N1,C130,2.0,9.0
Z2866903231,,,C#CCCC1(CCC(=O)N2CC(c3cnn(C)c3)C3(CCOCC3)C2)N=N1,0,0.0,6.0,2.50,7.0,4.0,6.0,5.0,0.0,0.0,60.31,369.47,72.08,0.59,C#CCCC1(CCC(=O)N2C[C@@H](COC)[C@H](c3cnn(C)c3)C2)N=N1,C132,13.0,4.0
Z2866903236,,,C#CCCC1(CCC(=O)N2CCC(c3ccncc3)C2)N=N1,0,0.0,4.0,2.75,5.0,3.0,6.0,6.0,0.0,0.0,48.46,296.37,57.92,0.57,C#CCCC1(CCC(=O)N2CCC(S(=O)(=O)c3ccc(F)cc3)C2)N=N1,C342,11.0,4.0
Z2866903238,,,C#CCCC1(CCC(=O)NC[C@@H]2C[C@H]2c2cccnc2)N=N1,0,1.0,4.0,2.66,5.0,3.0,8.0,6.0,0.0,0.0,48.46,296.37,66.71,0.51,C#CCCC1(CCC(=O)NCC2CCCN(C)C2c2ccc(OC)cc2)N=N1,C223,6.0,4.0
Z2866903240,,,C#CCCC1(CCC(=O)Nc2nc(C3CCOCC3)cs2)N=N1,0,1.0,6.0,3.33,7.0,3.0,7.0,5.0,0.0,0.0,50.4,332.43,75.94,0.47,C#CCCC1(CCC(=O)NC2CCc3cccc4cccc2c34)N=N1,C245,2.0,9.0
Z2866903245,,,C#CCCC1(CCC(=O)N2CCCC(c3nnc4n3CCCCC4)C2)N=N1,0,0.0,6.0,3.07,7.0,4.0,6.0,5.0,0.0,0.0,61.27,368.49,75.74,0.53,C#CCCC1(CCC(=O)N2CCCC(COC(F)(F)F)C2)N=N1,C307,11.0,2.0
Z2866903259,,,C#CCCC1(CCC(=O)NCc2nnc3n2CCCC3C(F)(F)F)N=N1,0,1.0,6.0,2.69,10.0,3.0,7.0,5.0,0.0,0.0,49.9,368.36,84.53,0.60,C#CCCC1(CCC(=O)NCc2nnc(C3CC3)n2C2CC2)N=N1,C154,6.0,7.0
Z2866903265,,,C#CCCC1(CCC(=O)NCc2cc(Cl)cc3c2OCC3)N=N1,0,1.0,4.0,3.25,6.0,3.0,7.0,6.0,0.0,0.0,49.01,331.8,63.05,0.52,C#CCCC1(CCC(=O)NCc2cc(Cl)cc(S(=O)(=O)CC)c2)N=N1,C290,6.0,9.0
Z2866903269,,,C#CCCC1(CCC(=O)N2CCC(N3CCCNC3=O)CC2)N=N1,0,1.0,4.0,1.75,7.0,3.0,6.0,0.0,0.0,0.0,53.69,331.42,77.37,0.58,C#CCCC1(CCC(=O)N2CCCCCCNC(=O)C3CCCC32)N=N1,C344,11.0,0.0
Z2866903275,,,C#CCCC1(CCC(=O)N2C[C@@H](OC)C[C@@H]2c2nc(C)no2)N=N1,0,0.0,7.0,2.02,8.0,3.0,7.0,5.0,0.0,0.0,50.07,331.38,93.18,0.48,C#CCCC1(CCC(=O)N2CC(N3CCCC3)CC2C(C)C)N=N1,C208,0.0,13.0
Z2866903281,,,C#CCCC1(CCC(=O)N2CCC(C(=O)O)(C(F)(F)F)C2)N=N1,0,1.0,4.0,2.21,9.0,2.0,6.0,0.0,1.0,0.0,42.69,331.29,82.33,0.54,C#CCCC1(CCC(=O)N2C[C@H]3[C@](C(F)(F)F)(CCS3(=O)=O)C2)N=N1,C375,13.0,0.0
Z2866903314,,,C#CCCC1(CCC(=O)N2CCCC(CNC(=O)c3ccccc3)C2)N=N1,0,1.0,4.0,3.01,6.0,3.0,8.0,6.0,0.0,0.0,60.3,366.47,74.13,0.58,C#CCCC1(CCC(=O)N2CCCC(COC(F)(F)F)C2)N=N1,C307,11.0,2.0
Z2866903316,,,C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3ccccc3C)CC2)N=N1,0,0.0,4.0,2.56,6.0,3.0,7.0,6.0,0.0,0.0,60.3,366.47,65.34,0.62,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,4.0
Z2866903318,,,C#CCCC1(CCC(=O)NCC2CCN(C(=O)c3ccccc3)CC2)N=N1,0,1.0,4.0,3.01,6.0,3.0,8.0,6.0,0.0,0.0,60.3,366.47,74.13,0.58,C#CCCC1(CCC(=O)NCC2CCC3C(CC2)C3(F)F)N=N1,C219,6.0,2.0
Z2866903320,,,C#CCCC1(CCC(=O)N2CCCN(C(=O)c3cccc(C)c3)CC2)N=N1,0,0.0,4.0,3.03,6.0,3.0,6.0,6.0,0.0,0.0,60.3,366.47,65.34,0.54,C#CCCC1(CCC(=O)N2CCCN(S(=O)(=O)c3ccc(Cl)s3)CC2)N=N1,C265,7.0,9.0
Z2866903324,,,C#CCCC1(CCC(=O)Nc2cnn(Cc3nnc4n3CCCC4)c2)N=N1,0,1.0,8.0,2.15,9.0,4.0,8.0,10.0,0.0,0.0,55.95,366.43,102.35,0.49,C#CCCC1(CCC(=O)NCCc2cn3c(n2)CCC3)N=N1,C014,10.0,10.0
Z2866903331,,,C#CCCC1(CCC(=O)NC2(Cc3cccc(Cl)c3)CC2)N=N1,0,1.0,3.0,3.89,5.0,3.0,8.0,6.0,0.0,0.0,51.3,329.83,53.82,0.69,C#CCCC1(CCC(=O)NC2(Cc3ccc(F)c(C)c3)CC2)N=N1,C357,4.0,9.0
Z2866903337,,,C#CCCC1(CCC(=O)N2CC(Cc3ccccc3Cl)C2)N=N1,0,0.0,3.0,3.70,5.0,3.0,7.0,6.0,0.0,0.0,51.3,329.83,45.03,0.61,C#CCCC1(CCC(=O)N2CC(OCc3ccccc3F)C2)N=N1,C140,11.0,9.0
Z2866903346,,,C#CCCC1(CCC(=O)N2CCOCC2c2cccc(F)c2)N=N1,0,0.0,4.0,3.08,6.0,3.0,6.0,6.0,0.0,0.0,50.48,329.38,54.26,0.57,C#CCCC1(CCC(=O)N2CCOCC2c2nc(-c3cccs3)no2)N=N1,C206,0.0,9.0
Z2866903348,,,C#CCCC1(CCC(=O)N2CCc3cc(OC)c(F)cc3C2)N=N1,0,0.0,4.0,3.07,6.0,3.0,6.0,6.0,0.0,0.0,50.48,329.38,54.26,0.55,C#CCCC1(CCC(=O)N2CCc3ccc(Cl)c(Cl)c3C2)N=N1,C053,7.0,9.0
Z2866903350,,,C#CCCC1(CCC(=O)N2CCC(n3cc(C(N)=O)nn3)C2)N=N1,0,1.0,7.0,0.51,9.0,3.0,7.0,5.0,0.0,0.0,48.37,329.36,118.83,0.52,C#CCCC1(CCC(=O)N2CCC(n3nnc4c(=O)[nH][nH]c(=O)c43)CC2)N=N1,C306,11.0,3.0
Z2866903354,,,C#CCCC1(CCC(=O)N2CCC3(CC2)COC3)N=N1,0,0.0,4.0,1.98,5.0,3.0,5.0,0.0,0.0,0.0,45.31,275.35,54.26,0.61,C#CCCC1(CCC(=O)N2CCN(C3(C(N)=O)CCOC3)CC2)N=N1,C331,13.0,0.0
Z2866903362,,,C#CCCC1(CCC(=O)Nc2cnn(C3CCN(C)CC3)c2)N=N1,1,1.0,6.0,2.44,7.0,3.0,7.0,5.0,0.0,1.0,53.33,328.42,74.88,0.49,C#CCCC1(CCC(=O)Nc2ccc(N3N=C(COC)CC3=O)nc2)N=N1,C384,10.0,4.0
Z2866903373,,,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCC(=O)N3CC2CC2)N=N1,0,1.0,4.0,3.67,6.0,4.0,8.0,6.0,0.0,0.0,58.97,364.45,74.13,0.54,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,C207,10.0,9.0
Z2866903375,,,C#CCCC1(CCC(=O)N2CCN(Cc3nccn3C(F)F)CC2)N=N1,1,0.0,6.0,2.28,9.0,3.0,8.0,5.0,0.0,1.0,53.11,364.4,66.09,0.48,C#CCCC1(CCC(=O)N2CCCN(CC(=O)NCC)CC2)N=N1,C034,7.0,7.0
Z2866903377,,,C#CCCC1(CCC(=O)NCc2nnc3ccc(C(F)(F)F)cn23)N=N1,0,1.0,6.0,2.72,10.0,3.0,7.0,10.0,0.0,0.0,47.23,364.33,84.01,0.55,C#CCCC1(CCC(=O)NCc2cc(C(F)(F)F)ccc2N2CCN(C)CC2)N=N1,C310,6.0,6.0
Z2866903379,,,C#CCCC1(CCC(=O)N2CCN(CC(N)=O)CC2)N=N1,1,1.0,5.0,-0.03,7.0,2.0,7.0,0.0,0.0,1.0,45.75,291.35,91.36,0.64,C#CCCC1(CCC(=O)N2CCCN(CC(=O)NCC)CC2)N=N1,C034,13.0,11.0
Z2866903380,,,C#CCCC1(CCC(=O)N2CCc3ccc(F)cc3C(C)C2)N=N1,0,0.0,3.0,3.67,5.0,3.0,5.0,6.0,0.0,0.0,52.77,327.4,45.03,0.57,C#CCCC1(CCC(=O)N2CCc3c(ncn3-c3ccc(F)cc3)C2)N=N1,C224,7.0,9.0
Z2866903381,,,C#CCCC1(CCC(=O)N2CCC(F)(c3ccccc3)CC2)N=N1,0,0.0,3.0,3.83,5.0,3.0,6.0,6.0,0.0,0.0,52.77,327.4,45.03,0.64,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,9.0
Z2866903382,,,C#CCCC1(CCC(=O)NC2(Cc3cccc(F)c3)CCC2)N=N1,0,1.0,3.0,3.76,5.0,3.0,8.0,6.0,0.0,0.0,52.77,327.4,53.82,0.67,C#CCCC1(CCC(=O)NC2(Cc3ccc(F)c(C)c3)CC2)N=N1,C357,4.0,9.0
Z2866903383,,,C#CCCC1(CCC(=O)NC2COc3cc(OC)ccc3C2)N=N1,0,1.0,5.0,2.47,6.0,3.0,7.0,6.0,0.0,0.0,51.39,327.38,72.28,0.59,C#CCCC1(CCNC(=O)C2COc3ccc(OC)cc3C2)N=N1,C229,9.0,4.0
Z2866903385,,,C#CCCC1(CCC(=O)NCc2oc3ccc(F)cc3c2C)N=N1,0,1.0,4.0,3.85,6.0,3.0,7.0,10.0,0.0,0.0,49.14,327.36,66.96,0.54,C#CCCC1(CCC(=O)NCc2cc(Oc3ccc(F)cc3)ccn2)N=N1,C282,6.0,1.0
Z2866903388,,,C#CCCC1(CCC(=O)N2CCC(n3c(C)nc4ccccc43)CC2)N=N1,0,0.0,5.0,3.86,6.0,4.0,6.0,10.0,0.0,0.0,59.93,363.47,62.85,0.58,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,1.0
Z2866903389,,,C#CCCC1(CCC(=O)N2CCCC2Cn2c(C)nc3ccccc32)N=N1,0,0.0,5.0,3.69,6.0,4.0,7.0,10.0,0.0,0.0,59.93,363.47,62.85,0.59,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,C164,0.0,1.0
Z2866903390,,,C#CCCC1(CCC(=O)N2Cc3ccccc3CC2c2nnc(C)o2)N=N1,0,0.0,6.0,3.36,7.0,4.0,6.0,11.0,0.0,0.0,56.31,363.42,83.95,0.51,C#CCCC1(CCC(=O)N2CCCCC2c2nnc(CC(F)(F)F)o2)N=N1,C028,0.0,1.0
Z2866903393,,,C#CCCC1(CCC(=O)NCC2CC(=O)NC(C)C2)N=N1,0,2.0,4.0,1.37,6.0,2.0,7.0,0.0,0.0,0.0,47.07,290.37,82.92,0.58,C#CCCC1(CCC(=O)NCC(=O)NCC2CC3CCC(C2)N3C)N=N1,C096,9.0,11.0
Z2866903403,,,C#CCCC1(CCC(=O)NC2CCN(c3ccc(Cl)c(F)c3)C2)N=N1,0,1.0,4.0,3.53,7.0,3.0,7.0,6.0,0.0,0.0,52.95,362.84,57.06,0.58,C#CCCC1(CCC(=O)NC2CCN(c3ccc4nncn4n3)C2)N=N1,C203,9.0,9.0
Z2866903412,,,C#CCCC1(CCC(=O)Nc2ccc(-c3nnc4n3CCCC4)cc2)N=N1,0,1.0,6.0,3.58,7.0,4.0,7.0,11.0,0.0,0.0,57.27,362.44,84.53,0.59,C#CCCC1(CCC(=O)Nc2ccc(-c3nnn(CC(=O)N4CCCC4)n3)cc2)N=N1,C341,10.0,1.0
Z2866903418,,,C#CCCC1(CCC(=O)N2CCn3c(Cc4ccccc4)nnc3C2)N=N1,0,0.0,6.0,2.57,7.0,4.0,7.0,11.0,0.0,0.0,57.27,362.44,75.74,0.53,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,6.0
Z2866903438,,,C#CCCC1(CCC(=O)NC2CCOC(c3ccccc3)C2)N=N1,0,1.0,4.0,3.38,5.0,3.0,7.0,6.0,0.0,0.0,53.68,325.41,63.05,0.57,C#CCCC1(CCC(=O)N[C@H]2C[C@H](c3cc(F)cc(F)c3)C2)N=N1,C172,9.0,9.0
Z2866903440,,,C#CCCC1(CCC(=O)N2CCC(COc3ccccc3)C2)N=N1,0,0.0,4.0,3.27,5.0,3.0,8.0,6.0,0.0,0.0,53.68,325.41,54.26,0.59,C#CCCC1(CCC(=O)N2CCCC(COC(F)(F)F)C2)N=N1,C307,11.0,9.0
Z2866903442,,,C#CCCC1(CCC(=O)NC(C)C2Oc3ccccc3C2C)N=N1,0,1.0,4.0,3.41,5.0,3.0,7.0,6.0,0.0,0.0,53.68,325.41,63.05,0.56,C#CCCC1(CCC(=O)NCc2ccc3c(c2)C(C)C(C)O3)N=N1,C233,4.0,9.0
Z2866903452,PC-V060-F,promiscuity,C#CCCC1(CCC(=O)N2CCCC2Cc2c(F)cccc2Cl)N=N1,0,0.0,3.0,4.37,6.0,3.0,7.0,6.0,0.0,0.0,54.28,361.85,45.03,0.55,C#CCCC1(CCC(=O)N2CCCC2CN2CCC(C)CC2)N=N1,C164,0.0,9.0
Z2866903464,,,C#CCCC1(CCC(=O)Nc2ccc(-c3ncc4n3CCCC4)cc2)N=N1,0,1.0,5.0,4.18,6.0,4.0,7.0,11.0,0.0,0.0,58.6,361.45,71.64,0.56,C#CCCC1(CCC(=O)Nc2ccc(-c3nnn(CC(=O)N4CCCC4)n3)cc2)N=N1,C341,10.0,1.0
Z2866903466,,,C#CCCC1(CCC(=O)NC2c3ccccc3CCC2n2ccnc2)N=N1,0,1.0,5.0,3.58,6.0,4.0,7.0,11.0,0.0,0.0,58.6,361.45,71.64,0.54,C#CCCC1(CCC(=O)NC2CCc3cccc4cccc2c34)N=N1,C245,9.0,1.0
Z2866903468,,,C#CCCC1(CCC(=O)N2CCN(CC(=O)N3CCOCC3)CC2)N=N1,1,0.0,6.0,0.35,8.0,3.0,7.0,0.0,0.0,1.0,57.59,361.45,77.81,0.61,C#CCCC1(CCC(=O)N2CCCN(CC(=O)NCC)CC2)N=N1,C034,13.0,11.0
Z2866903479,,,C#CCCC1(CCC(=O)N2CCC(N3CCC3)CC2)N=N1,1,0.0,4.0,2.04,5.0,3.0,6.0,0.0,0.0,1.0,49.37,288.4,48.27,0.67,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,0.0
Z2866903485,,,C#CCCC1(CCC(=O)N[C@H]2C[C@@H](N3CCCC3)C2)N=N1,1,1.0,4.0,2.09,5.0,3.0,7.0,0.0,0.0,1.0,49.37,288.4,57.06,0.69,C#CCCC1(CCC(=O)NC2CC3CCC(C2)N3S(C)(=O)=O)N=N1,C312,9.0,0.0
Z2866903500,,,C#CCCC1(CCC(=O)N2CCN3CCOc4cccc2c43)N=N1,0,0.0,5.0,2.59,6.0,4.0,5.0,6.0,0.0,0.0,51.02,324.38,57.5,0.55,C#CCCC1(CCC(=O)N2CCc3c(CN4CCCC4)cccc32)N=N1,C170,7.0,4.0
Z2866903512,,,C#CCCC1(CCC(=O)Nc2cccc(-c3ccc4c(c3)CCO4)n2)N=N1,0,1.0,5.0,3.98,6.0,4.0,7.0,12.0,0.0,0.0,56.3,360.42,75.94,0.58,C#CCCC1(CCNC(=O)c2cc(-c3ccc4c(c3)CCO4)no2)N=N1,C052,2.0,1.0
Z2866903529,,,C#CCCC1(CCC(=O)N2CCCN(c3ccc(F)c(F)c3)CC2)N=N1,0,0.0,4.0,3.36,7.0,3.0,6.0,6.0,0.0,0.0,54.43,360.41,48.27,0.54,C#CCCC1(CCC(=O)N2CCC(c3ccc(F)c(F)c3)C2C)N=N1,C220,7.0,9.0
Z2866903539,,,C#CCCC1(CCC(=O)NC2CCN(c3c(F)cccc3F)C2=O)N=N1,0,1.0,4.0,2.54,8.0,3.0,7.0,6.0,0.0,0.0,50.8,360.36,74.13,0.60,C#CCCC1(CCC(=O)NC2CCN(C3CCCCC3)C2=O)N=N1,C068,9.0,4.0
Z2866903542,,,C#CCCC1(CCC(=O)N2CC(c3ccccc3)(C(C)C)C2)N=N1,0,0.0,3.0,3.78,4.0,3.0,7.0,6.0,0.0,0.0,55.97,323.44,45.03,0.58,C#CCCC1(CCC(=O)N2CCP(=O)(c3ccccc3)CC2)N=N1,C295,7.0,9.0
Z2866903555,,,C#CCCC1(CCC(=O)NCc2cnc(N3CCOCC3)c(F)c2)N=N1,0,1.0,6.0,2.03,8.0,3.0,8.0,6.0,0.0,0.0,54.01,359.41,79.18,0.51,C#CCCC1(CCC(=O)NCCS(=O)(=O)N2CCOCC2)N=N1,C253,6.0,7.0
Z2866903559,,,C#CCCC1(CCC(=O)N2CCC(n3ccnn3)C2)N=N1,0,0.0,6.0,1.41,7.0,3.0,6.0,5.0,0.0,0.0,44.04,286.34,75.74,0.52,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,11.0,13.0
Z2866903566,,,C#CCCC1(CCC(=O)NCCN2CCc3c(Cl)cccc3C2)N=N1,1,1.0,4.0,3.17,6.0,3.0,8.0,6.0,0.0,1.0,56.16,358.87,57.06,0.56,C#CCCC1(CCC(=O)NCCN2CC[S+]([O-])CC2)N=N1,C259,6.0,9.0
Z2866903571,,,C#CCCC1(CCC(=O)N2CCNC(=O)C2c2ccccc2Cl)N=N1,0,1.0,4.0,2.70,7.0,3.0,6.0,6.0,0.0,0.0,52.53,358.83,74.13,0.79,C#CCCC1(CCC(=O)N2CCNC(=O)C2c2ccccc2C(F)(F)F)N=N1,C086,0.0,4.0
Z2866903572,,,C#CCCC1(CCC(=O)NCc2ccc3c(=O)cc[nH]c3c2)N=N1,0,2.0,4.0,2.50,6.0,3.0,7.0,11.0,0.0,0.0,49.69,322.37,86.68,0.55,C#CCCC1(CCC(=O)NCc2ccc(C3(C(F)(F)F)N=N3)cc2)N=N1,C094,6.0,6.0
Z2866903580,,,C#CCCC1(CCC(=O)N(C)C[C@@H]2C[C@H](F)CN2c2ccncn2)N=N1,0,0.0,6.0,2.21,8.0,3.0,8.0,6.0,0.0,0.0,54.98,358.42,74.05,0.45,C#CCCC1(CCC(=O)NC[C@H]2C[C@@H](OC)CN2c2cc(C)ncn2)N=N1,C368,1.0,7.0
Z2866903584,,,C#CCCC1(CCC(=O)N2CCN(c3c(F)cccc3OC)CC2)N=N1,0,0.0,5.0,2.84,7.0,3.0,7.0,6.0,0.0,0.0,55.34,358.42,57.5,0.56,C#CCCC1(CCC(=O)N2CCOC(c3c(Cl)cccc3OC)C2)N=N1,C213,7.0,4.0
Z2866903586,,,C#CCCC1(CCC(=O)Nc2cnn(CC(=O)N3CCOCC3)c2)N=N1,0,1.0,7.0,1.04,9.0,3.0,8.0,5.0,0.0,0.0,53.6,358.4,101.18,0.54,C#CCCC1(CCC(=O)Nc2ccc(-c3nnn(CC(=O)N4CCCC4)n3)cc2)N=N1,C341,10.0,3.0
Z2866903591,,,C#CCCC1(CCC(=O)NC2(c3cncn3C)CC2)N=N1,0,1.0,5.0,1.88,6.0,3.0,7.0,5.0,0.0,0.0,45.37,285.35,71.64,0.52,C#CCCC1(CCC(=O)NC2(c3ccnc(S(C)(=O)=O)n3)CC2)N=N1,C050,4.0,13.0
Z2866903604,,,C#CCCC1(CCC(=O)NC2(Cc3cccc(F)c3)CCOCC2)N=N1,0,1.0,4.0,3.39,6.0,3.0,8.0,6.0,0.0,0.0,56.66,357.43,63.05,0.64,C#CCCC1(CCC(=O)NC2(Cc3ccc(F)c(C)c3)CC2)N=N1,C357,4.0,9.0
