catalog_id,smiles
Z4262887961,C#CCCC1(CCC(=O)NC2CC(N3CCN(C)CC3)c3ccccc32)N=N1
Z4262889403,C#CCCC1(CCN2CCC(C(=O)NCCc3cccs3)CC2)N=N1
Z4264145143,C#CCCC1(CCC(=O)Nc2c[nH]nc2OCC(F)F)N=N1
Z4264155931,C#CCCC1(CCN2CCC(C(C)O)C2)N=N1
Z4264476146,C#CCCC1(CCN2CCCC(C(=O)OC(C)(C)C)C2)N=N1
Z4264948886,C#CCCC1(CCC(=O)NC2CC2c2cnn(CC(C)C)c2)N=N1
Z4265103342,C#CCCC1(CCC(=O)N2CCCc3c(C(=O)OCC)cnn32)N=N1
Z4266045873,C#CCCC1(CCN[C@@H](c2ccccc2)[C@H](O)c2ccccc2)N=N1
Z4266163155,C#CCCC1(CCN[C@H](c2ccccc2)[C@@H](O)c2ccccc2)N=N1
Z4266230756,C#CCCC1(CCC(=O)NC(C)C2(n3ccnn3)CC2)N=N1
Z4266966867,C#CCCC1(CCN(C)c2ccc(OC)cc2)N=N1
Z4267466793,C#CCCC1(CCN2CCC(N3CCOC3=O)CC2)N=N1
Z4267609065,C#CCCC1(CCC(=O)NCC2CC(n3cncn3)C2)N=N1
Z4268776643,C#CCCC1(CCC(=O)N2CC(O)CC2c2ccc(C(F)(F)F)cc2)N=N1
Z4270556344,C#CCCC1(CCC(=O)N2CCCc3ncc(C(=O)OC)n32)N=N1
Z4270918530,C#CCCC1(CCC(=O)NC2(c3ccc(=O)[nH]c3)CCC2)N=N1
Z4271856427,C#CCCC1(CCC(=O)N2CC(c3cc4n(n3)CCCC4)C2)N=N1
Z4273398933,C#CCCC1(CCC(=O)NCC2Oc3ccc(C(=O)OC)cc3C2C)N=N1
Z4282859688,C#CCCC1(CCC(=O)Nc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)N=N1
Z4282859718,C#CCCC1(CCC(=O)Nc2ccccc2-c2ncc3n2CCCC3)N=N1
Z4282859726,C#CCCC1(CCC(=O)NCc2cc(C(=O)NC)c3n2CCCC3)N=N1
Z4282859735,C#CCCC1(CCC(=O)NCc2ncc(OC)c(=O)[nH]2)N=N1
Z4282859744,C#CCCC1(CCC(=O)Nc2cc(N3CC4CCC3C4)ccc2C)N=N1
Z4282859755,C#CCCC1(CCC(=O)Nc2ccc(-c3c4c(=O)[nH][nH]c(=O)c4cn3C)cc2)N=N1
Z4282859758,C#CCCC1(CCC(=O)Nc2cccc(-c3n[nH]c4c3CCCC4)c2)N=N1
Z4282859796,C#CCCC1(CCC(=O)Nc2ccc3ccn(CCN(C)C)c3c2)N=N1
Z4282859811,C#CCCC1(CCC(=O)NC(C=C)c2cscn2)N=N1
Z4282859823,C#CCCC1(CCC(=O)Nc2c(CC)nn(C)c2-n2nc(C)nc2C)N=N1
Z4282859855,C#CCCC1(CCC(=O)NC2CCN(c3n[nH]c(=O)[nH]3)CC2)N=N1
Z4282859860,C#CCCC1(CCC(=O)NCCC2CCN(C3CCN(C)CC3)CC2)N=N1
Z4282859869,C#CCCC1(CCC(=O)Nc2ccc(F)c(N3CCS(=O)(=O)CC3)c2)N=N1
Z4282859881,C#CCCC1(CCC(=O)Nc2cn(CC(F)F)nc2OC)N=N1
Z4282859884,C#CCCC1(CCC(=O)NC(C)c2ccc(-c3csc(C)n3)cc2)N=N1
Z4282859886,C#CCCC1(CCC(=O)Nc2ncc(CC3CCCO3)s2)N=N1
Z4282859913,C#CCCC1(CCC(=O)NCC(=O)N2CCN(c3ccc(Cl)cc3)CC2)N=N1
Z4282859998,C#CCCC1(CCC(=O)Nc2c(-c3ccccc3)[nH][nH]c2=O)N=N1
Z4282860063,C#CCCC1(CCC(=O)N(C)C(C)c2cccc(N3CCCS3(=O)=O)c2)N=N1
Z4282860081,C#CCCC1(CCC(=O)N2CCCC2c2c(OC)n(C)c3ccccc23)N=N1
Z4282860102,C#CCCC1(CCC(=O)N2CCCC2C(C#N)c2ccccc2)N=N1
Z4282860116,C#CCCC1(CCC(=O)N2CC(F)(c3ccc(F)c(OC)c3)C2)N=N1
Z4282860192,C#CCCC1(CCC(=O)N2CC3(CC(=O)Nc4nccn43)C2)N=N1
Z4282860224,C#CCCC1(CCC(=O)N2CCC3(CC2)CCC(F)(F)C3)N=N1
Z4282860344,C#CCCC1(CCC(=O)N2CCn3c(CCO)nnc3C2)N=N1
Z4282860472,C#CCCC1(CCC(=O)N2CC(OC(C)C(F)(F)F)C2)N=N1
Z4282860573,C#CCCC1(CCC(=O)N2CCC(CCNS(N)(=O)=O)CC2)N=N1
Z4282860595,C#CCCC1(CCC(=O)N(C)CC(=O)Nc2c(C)cc(C)cc2C)N=N1
Z5186512565,C#CCCC1(CCCN)N=N1
Z4286004085,C#CCCC1(CCC(=O)NNC(=O)CCN2CCN(c3ccccc3)CC2)N=N1
Z4286026204,C#CCCC1(CCC(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)N=N1
Z4286057519,C#CCCC1(CCC(=O)Nc2cccc(-c3nnc4n3CCCCC4)c2)N=N1
Z4286062281,C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)N=N1
Z4286065489,C#CCCC1(CCC(=O)NCC(c2ccc(OC)cc2)N(C)C)N=N1
Z4286095289,C#CCCC1(CCC(=O)N2CCN(Cc3nc4ccccc4s3)CC2)N=N1
Z4286099402,C#CCCC1(CCC(=O)N2CCN(CC3CCCO3)CC2)N=N1
Z4286112747,C#CCCC1(CCC(=O)N2CCN(CC(=O)Nc3cccc(F)c3)CC2)N=N1
Z4286135860,C#CCCC1(CCC(=O)N2CCN(C(C)c3nc4ccccc4s3)CC2)N=N1
Z4286138001,C#CCCC1(CCC(=O)NCc2cc3c(cc2OCC)CC(C)O3)N=N1
Z4286154578,C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)N=N1
Z4286168154,C#CCCC1(CCC(=O)NCCCN2CCN(c3ccc(OC)cc3)CC2)N=N1
Z4286168520,C#CCCC1(CCC(=O)NCC2COc3ccccc3C2)N=N1
Z4286180956,C#CCCC1(CCC(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)N=N1
Z4286195351,C#CCCC1(CCC(=O)Nc2ccccc2C(=O)NCC2CCCO2)N=N1
Z4286197839,C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3ccccc3O)CC2)N=N1
Z4286200923,C#CCCC1(CCC(=O)NCCOc2ccc3ccccc3c2)N=N1
Z4286258482,C#CCCC1(CCC(=O)N2CC=C(n3c(=O)[nH]c4ccccc43)CC2)N=N1
Z4286266017,C#CCCC1(CCC(=O)N2CCC(NS(=O)(=O)c3ccccc3)CC2)N=N1
Z4286291732,C#CCCC1(CCC(=O)NC(c2cccc(OC)c2)c2nccn2C)N=N1
Z4286292516,C#CCCC1(CCC(=O)NC(c2ccc(OC)cc2)c2nccn2C)N=N1
Z4286298850,C#CCCC1(CCC(=O)N2CCN(Cc3cccc4cccnc34)CC2)N=N1
Z4286314431,C#CCCC1(CCC(=O)NCc2ccccc2Cn2ccnc2)N=N1
Z4286321740,C#CCCC1(CCC(=O)NC(c2ccccc2F)c2nccn2C)N=N1
Z4286322019,C#CCCC1(CCC(=O)NC(c2ccccc2OC)c2nccn2C)N=N1
Z4286338331,C#CCCC1(CCC(=O)NC(c2ccccc2)c2ccc3[nH]cnc3c2)N=N1
Z4286345906,C#CCCC1(CCC(=O)N(Cc2nnc(-c3ccccc3)o2)C(C)C)N=N1
Z4286347399,C#CCCC1(CCC(=O)N2CC(O)C(N3CCOCC3)C2)N=N1
Z4286347544,C#CCCC1(CCC(=O)N(C)CC2OCCC2c2ncn[nH]2)N=N1
Z4286347556,C#CCCC1(CCC(=O)N2CCOC3CS(=O)(=O)CC32)N=N1
Z4286349866,C#CCCC1(CCC(=O)NCc2nnc3c(Cl)cc(C(F)(F)F)cn23)N=N1
Z4286355089,C#CCCC1(CCC(=O)N(CCC)Cc2nc3cc(Cl)ccc3c(=O)[nH]2)N=N1
Z4286377509,C#CCCC1(CCC(=O)Nc2c(C(C)C)n(C)n(-c3ccccc3)c2=O)N=N1
Z4286377678,C#CCCC1(CCC(=O)NCc2nccc3ccccc23)N=N1
Z4286385899,C#CCCC1(CCC(=O)Nc2ccc(-c3nnnn3C3CC3)cc2)N=N1
Z4286393435,C#CCCC1(CCC(=O)N2CCN(Cc3cc(=O)n4ccccc4n3)CC2)N=N1
Z4286396849,C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)N=N1
Z4286398313,C#CCCC1(CCC(=O)N(C)Cc2nc3ccccc3[nH]2)N=N1
Z4286424367,C#CCCC1(CCC(=O)N2CCCC2c2nnc3n2CCCCC3)N=N1
Z4286427233,C#CCCC1(CCC(=O)Nc2ccc(F)c(-c3nnc4n3CCCCC4)c2)N=N1
Z4286522481,C#CCCC1(CCC(=O)N2CCN(C(=O)c3cccc(OC)c3)CC2)N=N1
Z4286527651,C#CCCC1(CCC(=O)NCCCN(C)C2CCCCC2)N=N1
Z4286530865,C#CCCC1(CCC(=O)N2CCN(C(=O)c3cccc4ccccc34)CC2)N=N1
Z4286554311,C#CCCC1(CCC(=O)N2CCCCC2CNC(=O)Nc2ccccc2)N=N1
Z4286591172,C#CCCC1(CCNC(=O)C23COCC2CS(=O)(=O)C3)N=N1
Z4286591189,C#CCCC1(CCNC(=O)c2ncc3cc(Cl)c(F)cc3n2)N=N1
Z4286591259,C#CCCC1(CCNC(=O)C(O)C2CCS(=O)(=O)CC2)N=N1
Z4286591280,C#CCCC1(CCNC(=O)c2c(NC(C)=O)sc(C)c2C)N=N1
Z4286591330,C#CCCC1(CCNC(=O)c2cn(CCO)c(=O)[nH]c2=O)N=N1
Z4286591335,C#CCCC1(CCNC(=O)c2cnoc2-c2ccc(C)s2)N=N1
Z4286591399,C#CCCC1(CCNC(=O)c2cccc3[nH]c(COC)nc23)N=N1
Z4286591459,C#CCCC1(CCNC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)N=N1
Z4286591493,C#CCCC1(CCNC(=O)c2c(C)oc3ncn(CC)c(=O)c23)N=N1
Z4286591505,C#CCCC1(CCNC(=O)c2cc(=O)[nH]c(C3CCOCC3)n2)N=N1
Z4286591591,C#CCCC1(CCNC(=O)C(N2CCOCC2)C23CC4CC(CC(C4)C2)C3)N=N1
Z4286591601,C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)N(c2ccc(F)cc2)C3=O)N=N1
Z4286591623,C#CCCC1(CCNC(=O)Cn2nc(C)c3c(-c4cnn(C)c4)ccnc32)N=N1
Z4286591739,C#CCCC1(CCNC(=O)C2CC(N3CC(O)C3)C2)N=N1
Z4286591749,C#CCCC1(CCNC(=O)C2CC(C)c3nc(C)cn3C2)N=N1
Z4286649962,C#CCCC1(CCC(=O)Nc2ccc(Cn3cncn3)cc2)N=N1
Z4286664964,C#CCCC1(CCC(=O)NCc2cccc(Cn3ccnc3C)c2)N=N1
Z4286665698,C#CCCC1(CCC(=O)Nc2ccc(NC(=O)C3CCCO3)cc2)N=N1
Z4286679847,C#CCCC1(CCC(=O)Nc2ccccc2C(=O)N2CCN(C)CC2)N=N1
Z4286680051,C#CCCC1(CCC(=O)Nc2cccc(NC(=O)c3ccncc3)c2)N=N1
Z4286688187,C#CCCC1(CCC(=O)NCc2ccccc2Cn2cncn2)N=N1
Z4286691052,C#CCCC1(CCC(=O)NCCCN2CCN(C)CC2c2ccccc2)N=N1
Z4286691478,C#CCCC1(CCC(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)N=N1
Z4286693680,C#CCCC1(CCC(=O)Nc2cccc(-c3nncn3CC)c2)N=N1
Z4286697955,C#CCCC1(CCC(=O)Nc2cnc(-c3ccccc3)nc2)N=N1
Z4286702982,C#CCCC1(CCC(=O)Nc2cc(OC)c(OC)cc2C(=O)N(C)C)N=N1
Z4286714975,C#CCCC1(CCC(=O)NCCNC(=O)COc2ccccc2)N=N1
Z4286737493,C#CCCC1(CCC(=O)NCc2cccc(NC(=O)c3cccnc3)c2)N=N1
Z4286741624,C#CCCC1(CCC(=O)NCc2ccc(C(=O)N3CCCCCC3)cc2)N=N1
Z4286743646,C#CCCC1(CCC(=O)NCC(C(C)C)N2CCC(C)CC2)N=N1
Z4286763464,C#CCCC1(CCC(=O)NCc2cccnc2Oc2cccc(F)c2)N=N1
Z4286764530,C#CCCC1(CCC(=O)Nc2ccc(OC)c(N3CCCCC3=O)c2)N=N1
Z4286765212,C#CCCC1(CCC(=O)Nc2cccc(Cn3nc4ccccn4c3=O)c2)N=N1
Z4286769268,C#CCCC1(CCC(=O)NC(C)c2cccc(NC(=O)c3ccccc3)c2)N=N1
Z4286791887,C#CCCC1(CCC(=O)N(Cc2nccn2C(F)F)C2CC2)N=N1
Z4286797754,C#CCCC1(CCC(=O)Nc2ccc(Oc3cnccn3)cc2C)N=N1
Z4286798551,C#CCCC1(CCC(=O)N(C)Cc2cnn(-c3ccccc3)n2)N=N1
Z4286817880,C#CCCC1(CCC(=O)NCc2ccc(C(=O)N3CCN(C)CC3)cc2)N=N1
Z4286818940,C#CCCC1(CCC(=O)NCc2cccc(OCc3ccccn3)c2)N=N1
Z4286819880,C#CCCC1(CCC(=O)Nc2cc(NC(=O)C3CC3)ccc2C)N=N1
Z4286843967,C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3nc(C)cs3)CC2)N=N1
Z4286844599,C#CCCC1(CCC(=O)NCCCN2CC(C)CC(C)C2)N=N1
Z4286851375,C#CCCC1(CCC(=O)Nc2cccc(-c3nc(C)cc(=O)[nH]3)c2)N=N1
Z4286854093,C#CCCC1(CCC(=O)NC(C)c2ccc(NC(=O)NC3CC3)cc2)N=N1
Z4286856966,C#CCCC1(CCC(=O)Nc2cccc(-c3n[nH]c4c3CCC4)c2)N=N1
Z4286861773,C#CCCC1(CCC(=O)Nc2cccc(C(=O)NCc3ccccn3)c2)N=N1
Z4286867737,C#CCCC1(CCC(=O)Nc2ccc(-n3ccnc3C)nc2)N=N1
Z4286884475,C#CCCC1(CCC(=O)NCc2ccc(N3CCN(CC)CC3)nc2)N=N1
Z4286900316,C#CCCC1(CCC(=O)N2CCN(CC(=O)N3CCc4ccccc43)CC2)N=N1
Z4286914771,C#CCCC1(CCC(=O)Nc2cccc(-c3nc(CC)cc(=O)[nH]3)c2)N=N1
Z4286921144,C#CCCC1(CCC(=O)Nc2ccc(-c3n[nH]c4c3CCC4)cc2)N=N1
Z4286926266,C#CCCC1(CCC(=O)Nc2ccccc2NC(=O)N2CCCC2)N=N1
Z4286927024,C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)N=N1
Z4286962357,C#CCCC1(CCC(=O)Nc2ccc(Cn3ccccc3=O)cc2)N=N1
Z4286962550,C#CCCC1(CCC(=O)N2CCN(C(=O)N(C)Cc3ccccc3)CC2)N=N1
Z4286963482,C#CCCC1(CCC(=O)Nc2cccc(OCCn3cccn3)c2)N=N1
Z4286966112,C#CCCC1(CCC(=O)NCc2ccnc(Oc3ccc(OC)cc3)c2)N=N1
Z4286970515,C#CCCC1(CCC(=O)Nc2cccc(OCCn3cncn3)c2)N=N1
Z4286989304,C#CCCC1(CCC(=O)NCc2ccc(Oc3ccccc3OCC)nc2)N=N1
Z4286993252,C#CCCC1(CCC(=O)Nc2ccc(Cn3cccn3)cc2)N=N1
Z4286995690,C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc(C)c(OC)c3)CC2)N=N1
Z4287014862,C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3c[nH]c4ccccc34)CC2)N=N1
Z4287016933,C#CCCC1(CCC(=O)N2CCCC(C(=O)Nc3ccc(C)cn3)C2)N=N1
Z4287018527,C#CCCC1(CCC(=O)NCCNc2ncnc3sccc23)N=N1
Z4287030564,C#CCCC1(CCC(=O)Nc2ncc(Cc3ccc(OC)cc3)s2)N=N1
Z4287038125,C#CCCC1(CCC(=O)N2CCC(CN3C(=O)c4ccccc4C3=O)CC2)N=N1
Z4287040874,C#CCCC1(CCC(=O)N2CCCC(C(=O)Nc3ccc(Cl)cn3)C2)N=N1
Z4287041608,C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3ccc(Cl)cn3)CC2)N=N1
Z4287052566,C#CCCC1(CCC(=O)NC(C(=O)N2CCOCC2)c2ccccc2)N=N1
Z4287054012,C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc(C)c(F)c3)CC2)N=N1
Z4287056271,C#CCCC1(CCC(=O)NCc2ccc(OCCOc3ccccc3)nc2)N=N1
Z4287059969,C#CCCC1(CCC(=O)N2CCCC(C(=O)Nc3ncccc3C)C2)N=N1
Z4287067765,C#CCCC1(CCC(=O)Nc2cccc(OCC(=O)Nc3ccccc3)c2)N=N1
Z4287073184,C#CCCC1(CCC(=O)Nc2cccc(-c3cn4cccnc4n3)c2)N=N1
Z4287081663,C#CCCC1(CCC(=O)Nc2cc(COC)c3c(c2)COCO3)N=N1
Z4287099488,C#CCCC1(CCC(=O)NCc2cccc(Cn3nc(C)cc3C)c2)N=N1
Z4287108330,C#CCCC1(CCC(=O)Nc2ccc(Oc3ncccn3)cc2)N=N1
Z4287108640,C#CCCC1(CCC(=O)Nc2ccc(-c3cn4cccnc4n3)cc2)N=N1
Z4287113528,C#CCCC1(CCC(=O)Nc2ccc(C(=O)N3CCCCC3C)cc2)N=N1
Z4287121444,C#CCCC1(CCC(=O)NC(C)c2cccc(N3CCCS3(=O)=O)c2)N=N1
Z4287139783,C#CCCC1(CCC(=O)Nc2ccc(CN3CCOC3=O)cc2)N=N1
Z4287139814,C#CCCC1(CCC(=O)Nc2cccc(-c3nc(C4CC4)no3)c2)N=N1
Z4287140416,C#CCCC1(CCC(=O)N2CCC3(CC2)NC(=O)C2(CCCCC2)N3)N=N1
Z4287142177,C#CCCC1(CCC(=O)NC(C(=O)N2CCC(C)CC2)c2ccccc2)N=N1
Z4287144663,C#CCCC1(CCC(=O)Nc2ccc(N(C)C3CCN(C)CC3)cc2)N=N1
Z4287157579,C#CCCC1(CCC(=O)N2CCC(c3c(C)[nH]c4ccccc34)CC2)N=N1
Z4287164687,C#CCCC1(CCC(=O)NCc2cccc(NC(=O)N3CCCC3)c2)N=N1
Z4287185853,C#CCCC1(CCC(=O)Nc2ccc(-c3cn4c(n3)CCCC4)cc2)N=N1
Z4287209942,C#CCCC1(CCC(=O)NCc2cccc(NC(=O)c3ccncc3)c2)N=N1
Z4287228796,C#CCCC1(CCC(=O)Nc2ccc(C(F)(F)F)n(C)c2=O)N=N1
Z4287241910,C#CCCC1(CCC(=O)N(C2CC2)C(C)c2ccccn2)N=N1
Z4287243165,C#CCCC1(CCC(=O)N(Cc2ccccc2)Cc2cccc(C(N)=O)c2)N=N1
Z4287248080,C#CCCC1(CCC(=O)Nc2nnc(-c3ccccn3)s2)N=N1
Z4287265598,C#CCCC1(CCC(=O)Nc2ccccc2-c2nc(C(C)C)n[nH]2)N=N1
Z4287268055,C#CCCC1(CCC(=O)Nc2ccc(NC(=O)c3ccco3)c(C)c2)N=N1
Z4287282034,C#CCCC1(CCC(=O)Nc2nc(CC(=O)OC)cs2)N=N1
Z4287284397,C#CCCC1(CCC(=O)Nc2nc(CN3CCCC(C)C3)cs2)N=N1
Z4287288004,C#CCCC1(CCC(=O)Nc2nc(CN3CC(C)OC(C)C3)cs2)N=N1
Z4287288547,C#CCCC1(CCC(=O)Nc2nc(CN(CC)CC)cs2)N=N1
Z4287308850,C#CCCC1(CCC(=O)Nc2ccc(C(=O)NCCc3ccccc3)cc2)N=N1
Z4287319046,C#CCCC1(CCC(=O)Nc2ccccc2OCCn2ccnc2)N=N1
Z4287334469,C#CCCC1(CCC(=O)Nc2cnccc2N2CCN(C)CC2)N=N1
Z4287355034,C#CCCC1(CCC(=O)N2CCC(NC(=O)Nc3ccccc3)CC2)N=N1
Z4287362751,C#CCCC1(CCC(=O)N(C)Cc2c(C)nn(-c3ccccc3C)c2C)N=N1
Z4287364320,C#CCCC1(CCC(=O)Nc2cccc(-c3nc(C)c(C)[nH]3)c2)N=N1
Z4287367935,C#CCCC1(CCC(=O)N2CCCN(C(=O)c3ccccn3)CC2)N=N1
Z4287373601,C#CCCC1(CCC(=O)N2CCCN(C(=O)c3scnc3C)CC2)N=N1
Z4287374408,C#CCCC1(CCC(=O)N2CCC(c3c[nH]c4ccc(OC)cc34)CC2)N=N1
Z4287397060,C#CCCC1(CCC(=O)Nc2cccc(N3CCN(CCN(C)C)CC3)c2)N=N1
Z4287397994,C#CCCC1(CCC(=O)NC(CN2CCCC2=O)c2ccccc2)N=N1
Z4287421112,C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccc4[nH]cnc4c3)CC2)N=N1
Z4287428970,C#CCCC1(CCC(=O)NCc2c(C)nn(-c3ccccc3C)c2C)N=N1
Z4287431890,C#CCCC1(CCC(=O)NCc2ccc(Oc3cccnc3)c(F)c2)N=N1
Z4287434322,C#CCCC1(CCC(=O)Nc2ccc3nc(CN4CCOCC4)[nH]c3c2)N=N1
Z4287442486,C#CCCC1(CCC(=O)NCC(C2CCOC2)N2CCOCC2)N=N1
Z4287448475,C#CCCC1(CCC(=O)NCc2cccc(C(=O)N3CCOC(C)C3)c2)N=N1
Z4287448769,C#CCCC1(CCC(=O)Nc2ccccc2CN2C(=O)CCC2=O)N=N1
Z4287450620,C#CCCC1(CCC(=O)Nc2ccc(N3CCOC3=O)c(OC)c2)N=N1
Z4287455143,C#CCCC1(CCC(=O)NCc2cccnc2OCCCC)N=N1
Z4287465955,C#CCCC1(CCC(=O)N2CCC(C(=O)N3CCc4ccccc43)CC2)N=N1
Z4287471575,C#CCCC1(CCC(=O)NCC(Cc2ccc(OCC)cc2)C(=O)OC)N=N1
Z4287474583,C#CCCC1(CCC(=O)Nc2cccc(COCC3CC3)c2)N=N1
Z4287535391,C#CCCC1(CCC(=O)N(CCN(C)C)Cc2nc3ccccc3c(=O)[nH]2)N=N1
Z4287562016,C#CCCC1(CCC(=O)NC(C)c2cccc(N3CCOC3=O)c2)N=N1
Z4287569393,C#CCCC1(CCC(=O)Nc2ccc(C(=O)N3CCCC(C)C3)cc2C)N=N1
Z4287582142,C#CCCC1(CCC(=O)N2CCN(C(=O)Cc3ccccc3F)CC2)N=N1
Z4287584258,C#CCCC1(CCC(=O)NCc2cccnc2N2CCN(C)CC2)N=N1
Z4287588306,C#CCCC1(CCC(=O)Nc2ccc(CCN3CCOC3=O)cc2)N=N1
Z4287720054,C#CCCC1(CCC(=O)Nc2ccc(C)c(NC(=O)c3ccncc3)c2)N=N1
Z4287720724,C#CCCC1(CCC(=O)Nc2ccc(C)c(NC(=O)CN3CCCCC3)c2)N=N1
Z4287744992,C#CCCC1(CCC(=O)NCc2ccccc2OCCN2CCOCC2)N=N1
Z4287754344,C#CCCC1(CCC(=O)N(CC)Cc2ccc(N3CCC(OC)CC3)cc2)N=N1
Z4287782394,C#CCCC1(CCC(=O)NCc2ccc(C(=O)Nc3ccncc3)cc2)N=N1
Z4287801015,C#CCCC1(CCC(=O)Nc2cc(C(=O)N3CCCC3)ccc2OC)N=N1
Z4287943922,C#CCCC1(CCC(=O)NCCCNc2ncccn2)N=N1
Z4287961042,C#CCCC1(CCC(=O)Nc2ccccc2C(=O)NCc2cccnc2)N=N1
Z4287961376,C#CCCC1(CCC(=O)NCc2ccc(-n3cnc4ccccc43)nc2)N=N1
Z4287965990,C#CCCC1(CCC(=O)Nc2ccn(Cc3cccc4cccnc34)n2)N=N1
Z4287967252,C#CCCC1(CCC(=O)NCc2cn(-c3ccccc3)nc2-c2ccncc2)N=N1
Z4287970862,C#CCCC1(CCC(=O)NC(CN(C)C2CCN(C)CC2)c2ccccc2)N=N1
Z4287971265,C#CCCC1(CCC(=O)N2CCCN(C(=O)c3c[nH]c4ccccc34)CC2)N=N1
Z4287975895,C#CCCC1(CCC(=O)Nc2ccn(CCc3ccccn3)n2)N=N1
Z4287979799,C#CCCC1(CCC(=O)NCc2cccc(OCC(=O)NC3CC3)c2)N=N1
Z4287983958,C#CCCC1(CCC(=O)Nc2cccc(CN3CCCCC3=O)c2)N=N1
Z4287996048,C#CCCC1(CCC(=O)Nc2cccc(N3C(=O)CCC3=O)c2C)N=N1
Z4288008477,C#CCCC1(CCC(=O)Nc2ccc3c(ccn3CCN(C)C)c2)N=N1
Z4288019821,C#CCCC1(CCC(=O)N2CCN(c3c(C#N)cnc4ccccc34)CC2)N=N1
Z4288028799,C#CCCC1(CCC(=O)Nc2cc(C(=O)N3CCCCCC3)ccc2OC)N=N1
Z4288028951,C#CCCC1(CCC(=O)NCc2ccc(Oc3cccc(F)c3)nc2)N=N1
Z4288043764,C#CCCC1(CCC(=O)Nc2ccccc2OCc2cscn2)N=N1
Z4288054435,C#CCCC1(CCC(=O)NCCc2coc(-c3ccccc3)n2)N=N1
Z4288066551,C#CCCC1(CCC(=O)Nc2cccc(C(=O)Nc3ccncc3)c2)N=N1
Z4288066715,C#CCCC1(CCC(=O)Nc2ccc(NC(=O)CCN3CCCCC3)cc2)N=N1
Z4288067195,C#CCCC1(CCC(=O)NC(CN2CCN(C)CC2)c2ccc(OC)cc2)N=N1
Z4288067350,C#CCCC1(CCC(=O)NCCNc2ncnc3ccccc23)N=N1
Z4288068378,C#CCCC1(CCC(=O)N2CCC(C(=O)Nc3cccc(F)c3)CC2)N=N1
Z4288069100,C#CCCC1(CCC(=O)NCC(=O)Nc2cccc3cccnc23)N=N1
Z4288069249,C#CCCC1(CCC(=O)Nc2cnn(Cc3cn4ccccc4n3)c2)N=N1
Z4288070050,C#CCCC1(CCC(=O)N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)N=N1
Z4288081575,C#CCCC1(CCC(=O)N2CCC(c3nc(-c4ccccc4)n[nH]3)CC2)N=N1
Z4288083929,C#CCCC1(CCC(=O)NCCC(=O)Nc2cccnc2)N=N1
Z4288089451,C#CCCC1(CCC(=O)N2CCCC2C2CCCN2Cc2ccccc2)N=N1
Z4635009390,C#CCCC1(CCC(=O)Nc2ccc3scnc3c2)N=N1
Z4288091616,C#CCCC1(CCC(=O)Nc2ccc(OC)nc2N2CCN(C(C)=O)CC2)N=N1
Z4288108627,C#CCCC1(CCC(=O)N(C)C2CCN(c3cc(C)nc(C)n3)CC2)N=N1
Z4296534232,C#CCCC1(CCC(=O)N2CCC(c3nc(C4CC4)n[nH]3)CC2)N=N1
Z4288130941,C#CCCC1(CCC(=O)NCCCc2nc(C)cs2)N=N1
Z4288138977,C#CCCC1(CCC(=O)N2CCN(C(=O)Nc3cccc(C)c3)CC2)N=N1
Z4288139691,C#CCCC1(CCC(=O)Nc2ccccc2NC2CCN(C)CC2)N=N1
Z4288141253,C#CCCC1(CCC(=O)N2CCCC(CNC(=O)Nc3cccc(F)c3)C2)N=N1
Z4288147280,C#CCCC1(CCC(=O)Nc2cccc(-c3nc(C4CC4)n[nH]3)c2)N=N1
Z4288149909,C#CCCC1(CCC(=O)N(CCc2ccccc2)Cc2cccnc2)N=N1
Z4288165802,C#CCCC1(CCC(=O)Nc2cccc3c2CCN(S(=O)(=O)CC)C3)N=N1
Z4288176555,C#CCCC1(CCC(=O)Nc2nc(-c3ccc[nH]3)cs2)N=N1
Z4288182019,C#CCCC1(CCC(=O)NC2CCN(C(=O)c3ccc(C)cc3)CC2)N=N1
Z4288182260,C#CCCC1(CCC(=O)Nc2cc(N3C(=O)CCC3=O)ccc2C)N=N1
Z4288190779,C#CCCC1(CCC(=O)NCC(=O)N(C)CCc2ccccn2)N=N1
Z4288194813,C#CCCC1(CCC(=O)N(C)C2CCN(C(=O)c3ccccc3)CC2)N=N1
